p_val	avg_log2FC	pct.1	pct.2	p_val_adj
LRRC45	0.0361763412260025	-0.286679881094241	0.028	0.039	1
PAPOLA	0.0362718088955721	-0.235205516132228	0.552	0.498	1
MSH5	0.0363396312649031	-0.300128157178246	0.018	0.028	1
AC104411.1	0.0363421540861375	-0.256274197237143	0.009	0.016	1
HDAC5	0.0363781202621783	0.451328293024168	0.161	0.151	1
MT-ND5	0.0364024401157281	-0.245407157817257	0.995	0.948	1
LSM14B	0.0365216453897236	-0.346740161938633	0.082	0.102	1
CCDC28A	0.0365411794427259	-0.423672049866877	0.236	0.273	1
AP001831.1	0.036626149785084	0.483436075925424	0.061	0.049	1
SMARCA2	0.0366319930369942	-0.16398764801561	0.51	0.473	1
ERBB2	0.036817112222099	0.155605903708873	0.125	0.154	1
LMLN	0.03683425698994	0.309710512961255	0.068	0.087	1
MIR762HG	0.0369102324952728	0.579532515375232	0.079	0.067	1
AC016596.1	0.0369563965669635	-0.312915628458488	0.01	0.017	1
RBM45	0.0369816879668012	0.603157257215247	0.077	0.065	1
USH2A	0.0370223183790847	-0.673823645913921	0.005	0.011	1
ZNF730	0.0370393119263582	0.331268591807572	0.025	0.036	1
MKNK2	0.0370911657603351	-0.249284358538099	0.354	0.392	1
ALPK1	0.0371624079137187	0.192333644327515	0.212	0.199	1
HAUS2	0.0371989131602214	-0.279133675185452	0.111	0.134	1
KLHL3	0.0373316041669545	-0.114412796508042	0.039	0.053	1
ZNF611	0.0375246468806055	-0.182611654072141	0.123	0.148	1
UBR5-AS1	0.0375993024626769	-0.752737701604823	0.05	0.064	1
PRR11	0.0376387460312678	-0.771472667297434	0.015	0.023	1
ZNF841	0.0377224484783997	0.207751158974686	0.041	0.054	1
BTBD6	0.0378166770014632	-0.118213511587132	0.149	0.181	1
GCLM	0.0378685654709719	-0.17631580771712	0.129	0.156	1
TRMU	0.0378830057248708	0.318099032652481	0.114	0.101	1
LINC00653	0.0379023926466137	0.947677568462984	0.022	0.015	1
PHF20	0.0379096212109413	-0.355529314686611	0.401	0.426	1
EPDR1	0.0380071345025209	-0.27864515592274	0.099	0.12	1
HAUS6	0.0380071604453291	-0.284388730663181	0.107	0.13	1
CCDC93	0.038009649197149	-0.291096792755608	0.152	0.179	1
OSTM1	0.0380878033461247	0.229727986068571	0.195	0.184	1
AC243829.1	0.0381619065402639	-0.597652938772852	0.016	0.01	1
EIF4ENIF1	0.0381656153877715	0.533276015589319	0.138	0.125	1
ERF	0.0381949558859276	-0.229763130712847	0.142	0.167	1
AC138123.1	0.0382159071597685	0.928002782882412	0.087	0.075	1
DLEU1	0.0383562295136701	-0.483721786633142	0.216	0.242	1
PGK1	0.0383666476016107	-0.307195860313722	0.574	0.511	1
PPP1R42	0.0383755592252632	0.713292320091082	0.027	0.02	1
CHMP6	0.0384298952673754	0.298718420825554	0.132	0.119	1
C17orf80	0.0384376246965512	0.300003965882588	0.132	0.119	1
HSD17B6	0.0384730528342088	-1.98704897515699	0.027	0.038	1
UBE3D	0.0385282043671632	0.179539840783684	0.111	0.096	1
DCAF4L1	0.0385920864018746	-1.09175285907611	0.006	0.012	1
AL353194.1	0.038609991080532	0.383539886130827	0.04	0.03	1
ZNF7	0.0386730038380546	0.280489386842103	0.111	0.098	1
ILF3	0.038691360599278	-0.14072928778617	0.369	0.356	1
IL19	0.0388681038022823	-1.16942287384216	0.009	0.016	1
MMP24	0.0389666664952849	-0.2220226518734	0.055	0.071	1
SLC6A3	0.0389702190493376	0.390988295657163	0.02	0.014	1
AC002470.1	0.0389778408028065	-0.65035610015395	0.006	0.012	1
AL513188.1	0.0389952940530862	0.514761433814334	0.026	0.018	1
HSPA14	0.0390544304849408	-0.275011022631232	0.037	0.05	1
AL022069.1	0.0391620527999243	-0.452562888059955	0.02	0.03	1
B4GALT1-AS1	0.0391777423471563	0.320211945767691	0.031	0.022	1
FBL	0.0391987436182446	-0.585705293119866	0.332	0.356	1
SMARCD2	0.0392037438244991	-0.223134052460283	0.209	0.247	1
SSH1	0.0392292025216797	-0.30747164901983	0.154	0.177	1
AC008966.1	0.0392328526802413	-0.229333815024297	0.038	0.051	1
CREM	0.0392347892510956	-0.807599846565539	0.429	0.383	1
CDH18	0.0392712975015146	-1.7419517499337	0.005	0.011	1
OSCAR	0.0393375235867446	-1.06445086665406	0.009	0.016	1
SNX15	0.0393585960085948	0.387891199275824	0.106	0.093	1
AC092338.2	0.0393906972842356	0.336108626673782	0.027	0.019	1
AC009950.1	0.0394126826252865	-0.906580592721534	0.034	0.046	1
LCMT1-AS1	0.0394420381892116	-0.916624571871979	0.022	0.032	1
AL133477.2	0.0394539980588416	0.824485222801012	0.02	0.013	1
AMER1	0.039458850628188	0.329492089983536	0.021	0.014	1
AC010457.1	0.0395703663445985	-0.310361185594551	0.005	0.011	1
STK17B	0.0395705057155307	-0.528770216288638	0.426	0.381	1
ZNF75A	0.0396349211131075	0.377697859285051	0.148	0.137	1
HARBI1	0.0396382659484704	-0.559542370174018	0.008	0.015	1
AC008429.3	0.0398062961487395	-0.266468229361316	0.004	0.01	1
ANKRD23	0.0401975048522596	0.411738878274463	0.099	0.086	1
CBARP	0.040207218788176	1.67026258829507	0.01	0.005	1
ZNF544	0.0402604999042353	0.328327009092129	0.184	0.173	1
ABHD15-AS1	0.0402635384348807	-0.96461607636064	0.051	0.065	1
GAS2	0.0402750452729602	-0.384160636054593	0.044	0.057	1
AC010531.3	0.0403130960759897	0.663527846154786	0.013	0.008	1
AC005225.3	0.0404752702653456	-1.0408490133984	0.006	0.012	1
AC034102.3	0.0405063699662172	0.720160269187486	0.013	0.008	1
SRR	0.0405586130989306	0.581625363482663	0.069	0.058	1
PDCD2L	0.0405832161596642	0.525513679996778	0.053	0.043	1
ZSCAN12	0.040593541307265	0.548208820526617	0.053	0.042	1
FGF11	0.0406007362575909	1.04484444737742	0.022	0.015	1
ANKRD7	0.0407370705534192	-0.138146025771404	0.009	0.016	1
ATP13A4	0.040841904512669	-1.02813659314788	0.008	0.015	1
BTBD9	0.0409725626445142	-0.316138459705957	0.369	0.394	1
PRKACB	0.0410362765865748	-0.246425343405755	0.332	0.31	1
NUP98	0.0410915483117234	-0.261230620348158	0.302	0.338	1
LY6G5B	0.0411016562528455	-0.138134864075775	0.012	0.02	1
ATG10	0.0411433792659496	-0.188363565381853	0.179	0.209	1
ENO1	0.0411609673036857	-0.549552555483329	0.549	0.534	1
PLGLB2	0.0412147465750595	-0.388247839828833	0.008	0.014	1
SYDE2	0.0412279785672417	0.734837986149104	0.07	0.059	1
AC005837.1	0.0413442549980248	0.198033722708663	0.066	0.054	1
AC087269.1	0.0413793261181405	-0.573696559812483	0.006	0.011	1
TEX45	0.0414673991212501	1.57292110532223	0.01	0.006	1
AC034236.2	0.0414863586476656	0.271547994816453	0.024	0.016	1
IGHG3	0.0415092680135494	-2.6775225442556	0.008	0.015	1
SNRPC	0.0415420409462721	-0.346903183662432	0.355	0.342	1
AL355312.3	0.0415910486861861	1.10838200606237	0.025	0.018	1
LRRC66	0.0416354400482943	1.82228066723198	0.01	0.006	1
C2CD4D	0.0416426807086674	-1.27837965691098	0.005	0.011	1
AC022146.2	0.0416898606672763	-0.135634108013644	0.025	0.035	1
DUSP8	0.0417688940204239	-0.295974340015682	0.023	0.033	1
AC036108.3	0.0419202786519404	1.78579461116848	0.015	0.01	1
AL117336.2	0.0419595680532446	0.715110430110787	0.046	0.036	1
HULC	0.0420127254902958	0.791259360427261	0.095	0.083	1
LINC02757	0.0420453377571733	-1.07797614259613	0.004	0.01	1
ZNF12	0.0420883994552407	0.358460593138933	0.139	0.127	1
ZNF57	0.0421173004993643	-0.421569315243266	0.02	0.029	1
GMPPA	0.0421339543532471	-0.236049078122229	0.116	0.141	1
MYORG	0.0421769500773851	-0.445647255096723	0.007	0.013	1
PKD1L3	0.0422163975651286	-0.725601754083808	0.029	0.04	1
RUBCN	0.0422192078093193	-0.437054688525363	0.09	0.109	1
ZNF775	0.0422229592094955	0.550753171292823	0.063	0.052	1
VAT1	0.0422510514482657	-0.503468231006324	0.171	0.196	1
AC008752.1	0.0423586537694226	-1.84399206966716	0.009	0.015	1
NOP14	0.042402168186842	-0.158011610698306	0.113	0.136	1
C6orf163	0.0424038821014296	2.011105979254	0.011	0.006	1
NBPF12	0.042411336939909	0.16793327806159	0.065	0.083	1
WDR92	0.0424875264506681	0.497401635376855	0.114	0.103	1
ZNRF2	0.0425385662216869	-0.337050207821796	0.207	0.238	1
AC021851.1	0.0425454782606915	-0.23575120598462	0.019	0.028	1
NFAM1	0.0425819613106871	-1.51154106410233	0.011	0.019	1
ARHGAP5-AS1	0.0425954487254372	0.245205223561518	0.056	0.045	1
SLC24A1	0.0426137975781089	-0.520471307302409	0.054	0.068	1
HMGN1	0.0426762806274437	-0.428618106854796	0.662	0.627	1
CLCC1	0.0427024859014585	0.484956229652294	0.149	0.14	1
DXO	0.0427153875017913	0.615012106024774	0.087	0.076	1
ZNF253	0.042866996969019	0.450800571764897	0.112	0.099	1
SIRT5	0.0429130202347037	-0.148132837003708	0.109	0.132	1
PITX2	0.0429378607441977	0.135001638859192	0.01	0.017	1
ZNF184	0.0429432782792292	-0.119407529474993	0.045	0.058	1
EIF4E	0.0431850929989253	-0.200237661204411	0.338	0.326	1
PGP	0.0433030684456815	0.150845221716007	0.165	0.152	1
KIF20B	0.0433380011794942	-0.696375826816979	0.074	0.091	1
AL137025.1	0.0433584971793626	-0.820556382879967	0.006	0.011	1
SNHG1	0.043363163024937	-0.103118397211264	0.26	0.243	1
AC011468.3	0.0434273523866371	-1.0638924763663	0.015	0.023	1
SUPT5H	0.0434584856875388	-0.320825502530949	0.246	0.281	1
CDK5	0.0435162723206526	-0.244668195387862	0.062	0.078	1
AC003102.1	0.0437050407893562	0.319101007654561	0.025	0.035	1
FBXO31	0.0437702858078605	0.219243797751449	0.144	0.129	1
AC008264.2	0.0438813328003858	-1.10254758617105	0.009	0.015	1
PARP11	0.0438878039060972	0.231496747509523	0.202	0.192	1
FBXO43	0.0440107848059413	-2.5131398602372	0.007	0.013	1
ACCS	0.0440713626947557	0.277081475159496	0.05	0.065	1
RAB8A	0.0440737405043416	-0.429688105111523	0.252	0.288	1
CSNK1G2	0.0440933571026499	-0.246293959015595	0.147	0.174	1
AC060766.6	0.0441586768071016	0.79880965576456	0.011	0.006	1
AL157838.1	0.0441886622927969	-0.909785392616735	0.011	0.018	1
ADAL	0.044222977590001	0.387417535228877	0.099	0.087	1
CXorf56	0.0443672637406425	0.369270620086553	0.099	0.086	1
AC132192.2	0.0444352294415363	0.786158673166075	0.041	0.032	1
ACOT13	0.0445043099227215	-0.351854636331708	0.259	0.297	1
RAB6B	0.0445658118007161	0.852761740285952	0.044	0.035	1
LMAN2L	0.0445811997112336	0.627811417604673	0.116	0.104	1
HOOK1	0.044690898334773	0.484714545047199	0.161	0.152	1
AL354740.1	0.0447842475692681	0.402327654198297	0.107	0.095	1
CENPQ	0.0448073248233952	0.200796022033879	0.107	0.095	1
AP003469.4	0.0448306517802127	0.737384701590349	0.02	0.014	1
UBTD1	0.0448818058665327	0.6934392845798	0.073	0.062	1
LIFR-AS1	0.0449569659326499	-0.145882502233604	0.109	0.132	1
AL132639.2	0.044988376650114	-0.275030203000781	0.01	0.017	1
QRSL1	0.0450152202430525	-0.423824315124577	0.091	0.11	1
CSTF2	0.0450851686964677	-0.236407277186162	0.041	0.054	1
POLI	0.0450896728778899	0.297313251941443	0.138	0.127	1
ZNF502	0.0451475039717094	0.671208362507305	0.048	0.038	1
MYO19	0.0451586296035166	-0.167973590510028	0.08	0.098	1
TIGAR	0.0452696732762746	-0.399664223058251	0.093	0.112	1
NIM1K	0.0453330688306072	1.0629564007225	0.032	0.024	1
MIR29B2CHG	0.0453569604983051	-0.153339267964023	0.218	0.251	1
AL035071.2	0.0453648169522761	0.414887935806582	0.065	0.053	1
NMNAT2	0.0453864361751916	0.479238171215203	0.015	0.009	1
SLFN12	0.0454148836587163	0.41650963191707	0.108	0.094	1
UBE2T	0.0455161204690029	-0.688832815393043	0.025	0.035	1
ZKSCAN4	0.0455704523562508	-0.478143876493691	0.026	0.036	1
LHFPL3	0.0456963293926249	-0.854708297184072	0.014	0.022	1
AL928654.1	0.0457055221488063	0.538677702333063	0.019	0.013	1
MED15	0.0457393400923926	-0.124441953226496	0.195	0.229	1
AC009403.1	0.0457775900292545	-0.602634706426665	0.02	0.029	1
SRRM5	0.0458660194799449	-0.230109956542178	0.004	0.01	1
ACSM6	0.0458762245419485	-0.305380318726609	0.017	0.026	1
TTC13	0.045910406168381	-0.501515476629077	0.061	0.076	1
ADAMTS3	0.0459321194290076	0.177466113178124	0.088	0.074	1
PAQR3	0.0459332782711902	-0.214324535475262	0.096	0.116	1
DBNL	0.0459358131788574	-0.139466351032817	0.291	0.279	1
AC008915.2	0.045939573131601	-0.546519577998513	0.026	0.036	1
AL662884.3	0.0460744207566825	0.586383934518412	0.057	0.046	1
MSI2	0.0461035646415375	-0.412368489223447	0.425	0.426	1
STRIP1	0.0461160550303735	0.320343153809971	0.106	0.093	1
AC004918.1	0.0462212156519524	-0.37622810741149	0.017	0.026	1
NPDC1	0.0462246266597206	-0.837459713470905	0.481	0.411	1
WBP1	0.0462512179571522	-0.418535334357808	0.23	0.264	1
EPHB3	0.0463073047668156	0.197624851732383	0.032	0.043	1
ERCC3	0.0465006660578286	-0.174269421078317	0.101	0.123	1
CCDC152	0.046515025031801	-0.31968527703849	0.05	0.039	1
SLC25A42	0.0465207785680545	0.569300765107833	0.093	0.082	1
HLCS	0.0465376728195444	-0.301584495032674	0.221	0.25	1
FDPS	0.0465747579785922	-0.193956196111821	0.366	0.346	1
ZBTB39	0.0465796271582614	1.06115242229755	0.022	0.016	1
PITPNM1	0.0466018859387476	-0.411862277523913	0.03	0.041	1
KRBA1	0.046613636685072	1.06967484456418	0.025	0.018	1
PLEKHG6	0.0466147713262568	1.22639324774669	0.027	0.019	1
GSK3B	0.0466155951644799	-0.291644542791238	0.397	0.417	1
LMCD1	0.0466983737473533	-0.328156664102522	0.245	0.217	1
AL137009.1	0.0467112939280195	0.301846105718307	0.068	0.056	1
PITPNA	0.0467183749525464	-0.424283377813924	0.25	0.286	1
AEN	0.04672400781934	1.15014943400687	0.041	0.032	1
AC046134.2	0.0467879814912626	0.416133829103086	0.169	0.158	1
GCC2-AS1	0.0467896166089886	1.04939759624537	0.078	0.066	1
ATAD2B	0.0469676152791694	0.175248201979359	0.256	0.245	1
LINC01090	0.0470846718606823	0.270472106489869	0.043	0.057	1
YBEY	0.0471888463260719	-0.183515769442378	0.119	0.144	1
CLSTN3	0.0474853381734564	0.269921987056764	0.106	0.093	1
CCDC13	0.0475062762465533	0.57426962589752	0.03	0.022	1
GINS2	0.0475782613562665	-0.39581055373838	0.024	0.034	1
C17orf64	0.0476317839083785	0.345919828836428	0.019	0.013	1
TTC19	0.0477186034330769	-0.340019781874938	0.352	0.387	1
AC097534.1	0.0478108788104274	-0.246682341544429	0.02	0.029	1
GUF1	0.04782870307817	-0.186454321881428	0.101	0.123	1
ALAD	0.0478287990234167	-0.191417069205702	0.096	0.118	1
MTCP1	0.0478507677175284	-0.317899129412308	0.02	0.029	1
AK5	0.0478610044039071	-1.02319951200011	0.01	0.017	1
ELOVL2	0.0479319350104971	0.644772766341838	0.041	0.055	1
PLEKHO2	0.0479797981462342	-0.625416692693151	0.092	0.109	1
MICALL1	0.0479996673642612	0.207695114953363	0.028	0.039	1
B3GAT2	0.0480012804008224	-0.449461678117823	0.012	0.019	1
AC084816.1	0.0481678294709214	0.58225328222941	0.032	0.024	1
MTHFD1	0.0482980177860058	0.34828315399347	0.117	0.105	1
GMEB1	0.0483620650146554	-0.284527115220877	0.078	0.095	1
AC022023.2	0.0484463996946519	-0.206828211195572	0.007	0.013	1
AC010168.1	0.0485576381328175	0.526159091178858	0.116	0.103	1
AC084036.1	0.0485931318036005	-0.54634436547938	0.011	0.019	1
ZNF800	0.0485950193168516	-0.202676768041802	0.231	0.265	1
PDCL	0.0486522450999583	0.150103271968505	0.196	0.185	1
PCSK4	0.048653762255145	1.12430670163494	0.019	0.013	1
ZNF74	0.0487396613110298	0.72287077963914	0.034	0.025	1
CNTN3	0.0487571619153055	0.441252417270999	0.079	0.099	1
SDC4	0.0487766658450711	0.26472207434445	0.195	0.184	1
AL450384.2	0.0489127769757808	0.755497553676263	0.079	0.068	1
LINC01128	0.049065963674496	0.310948461615386	0.101	0.089	1
MTF2	0.0491327277955632	-0.224708559172603	0.213	0.244	1
AC007513.1	0.049140740334215	-1.41993346261789	0.006	0.011	1
AL158801.2	0.0491414727177531	-0.11422253775296	0.008	0.014	1
TCF3	0.0491939776655736	-0.216310712330607	0.093	0.113	1
P4HA2-AS1	0.049196204565487	1.30482831119048	0.013	0.008	1
USP46	0.0493287434900004	0.488553331578154	0.13	0.12	1
ADGRG2	0.0495056249592195	0.537720981136133	0.041	0.054	1
CLDN2	0.0496252430804997	1.19614367714651	0.012	0.007	1
DNAJC28	0.0496699230141592	0.142987475162745	0.015	0.023	1
EIF2AK3-DT	0.049875297883676	0.423762751428197	0.041	0.032	1
PPTC7	0.0499017464987887	-0.372997302377489	0.118	0.138	1
AL020997.4	0.0499421888719004	2.67487286849346	0.014	0.009	1
CCL17	0.0500462566279809	-1.76336131485388	0.007	0.013	1
ERICH6	0.0500968713576973	-0.370305269154894	0.011	0.018	1
SAP30L-AS1	0.0501021264380395	0.595489103852323	0.056	0.045	1
PABPC1L	0.0501296889717619	0.277090276430209	0.055	0.07	1
WDR48	0.05014106556564	0.175064089182372	0.21	0.201	1
ASB14	0.0501834023241285	0.395016920929419	0.021	0.014	1
SLC47A2	0.0503986558424261	0.357343585409201	0.014	0.009	1
ZNF561	0.0504091401994647	-0.136110095163029	0.09	0.11	1
POC1B	0.0505172015221362	-0.39522275389386	0.112	0.132	1
BEAN1	0.0505400347816441	1.08156229812633	0.027	0.02	1
KCNN1	0.0505412643083917	-0.754455120435374	0.01	0.017	1
POLR1B	0.0506694345458559	-0.365048212635104	0.043	0.055	1
PLPPR3	0.0507499715162991	1.40909655079408	0.018	0.012	1
RNF138	0.0510223913952589	-0.305870901947755	0.197	0.226	1
ERV3-1	0.051155447706576	-0.127826016867899	0.062	0.077	1
AC012150.1	0.0511605996175571	-0.593067710612681	0.005	0.01	1
APEH	0.0511825991333919	-0.214923127108335	0.115	0.14	1
AC074366.1	0.0511917298313967	-0.987192519525809	0.005	0.01	1
LINC00526	0.0512006257750563	0.662866634069536	0.028	0.021	1
ERVMER34-1	0.0512086104006004	-0.47040274312081	0.015	0.022	1
TBC1D8-AS1	0.0512253259968889	-0.148364774080144	0.009	0.015	1
HIF1A-AS1	0.0512630806945511	-0.627489690342322	0.01	0.017	1
CEP83	0.0512905053029679	-0.250589962808301	0.172	0.2	1
UFC1	0.0513148806314314	-0.363106063000074	0.563	0.503	1
AC018647.3	0.0513164092630523	-0.841591389852659	0.005	0.01	1
AC005532.1	0.0513220825446877	-0.881067808872506	0.005	0.01	1
ZNF419	0.0515375160871774	-0.10044837949729	0.028	0.038	1
NSDHL	0.0515980778153898	-0.29288596922465	0.062	0.077	1
EBPL	0.0516295955304314	-0.483308251850833	0.383	0.391	1
PROSER3	0.0517293795659602	1.17537059980234	0.034	0.026	1
AC139768.1	0.0518233715303962	1.22208269213415	0.021	0.015	1
ARSI	0.0518248991554143	0.433328202517769	0.013	0.008	1
TFAP2A-AS1	0.0520766419071372	0.593699889296365	0.027	0.037	1
SPAG6	0.0521434584321762	-0.435284926476523	0.013	0.021	1
BCL10	0.0521669479969679	-0.434491470694936	0.242	0.271	1
CNOT11	0.0522929471163422	-0.213560652500139	0.113	0.136	1
SLC25A22	0.0524152545114881	-0.300473925064358	0.034	0.045	1
AL121972.1	0.0524359862023119	-1.10317802603667	0.009	0.015	1
ZNF704	0.0525899622886323	-0.642225839596538	0.373	0.366	1
OSGIN1	0.052610098504953	0.189096101874537	0.015	0.023	1
AL590705.1	0.0526887338989723	0.721581021119047	0.018	0.027	1
LINC01301	0.0526922893748141	0.105519256178332	0.033	0.044	1
PTGR2	0.0528285901287129	0.494186474267706	0.138	0.129	1
ZCCHC18	0.0529200877557456	-0.460411766225194	0.016	0.01	1
ZNF738	0.0530640032065921	-0.197256645436918	0.053	0.068	1
SHROOM3	0.0530762793838031	-0.131441163583068	0.217	0.191	1
C1orf131	0.0530912006730196	0.17540656828365	0.198	0.189	1
MRPS28	0.0531071702069241	-0.20054796498108	0.377	0.354	1
NTPCR	0.0531734853898495	0.104516772776372	0.236	0.229	1
AL157388.1	0.0531973661358949	-0.221134544340689	0.018	0.027	1
NEB	0.0531988440885513	-0.451826387083559	0.024	0.034	1
KCTD16	0.0532397116621538	-1.41669347413016	0.008	0.013	1
AC051619.4	0.0532993119842809	3.28369751302692	0.025	0.018	1
TAF5	0.053302784754528	0.619360970633768	0.05	0.04	1
MYLK3	0.0533305409229681	-0.195668044484419	0.011	0.018	1
ZNF221	0.0534615835676254	1.05854939749442	0.022	0.016	1
CDK10	0.0535268864186442	-0.120328022519904	0.128	0.153	1
AC092338.3	0.0536575367504877	-0.485412624059681	0.031	0.041	1
SNIP1	0.0537481632261151	-0.276472620395475	0.149	0.175	1
DUSP3	0.0540644474157107	-0.261999245719525	0.119	0.143	1
ARMC9	0.0540651880792408	-0.232996423951869	0.13	0.155	1
CDON	0.0540708110871709	0.251562250982799	0.013	0.02	1
IRAK4	0.0541937967009634	-0.169446607841172	0.184	0.211	1
FHAD1	0.0542658228494359	-0.516436371334311	0.018	0.026	1
AL359232.1	0.0542846262188253	-0.201198227776259	0.041	0.053	1
EFCAB8	0.0543774556120692	-0.368793269461934	0.007	0.013	1
CENPI	0.0544033193691814	1.33471893136491	0.01	0.006	1
UPK3BL1	0.0544667695934106	-0.245905063445461	0.114	0.138	1
KLF8	0.0545766541649045	0.855816398559033	0.061	0.051	1
MED24	0.054576682167367	0.10952631073172	0.088	0.108	1
MGA	0.0546395916266048	-0.142891564734798	0.219	0.255	1
SETD9	0.0547469246786743	0.255747932214227	0.119	0.107	1
FGFR2	0.0548164531911291	-0.415083063714902	0.055	0.069	1
AL645939.5	0.0548173268002335	0.523054835034154	0.015	0.01	1
C2CD3	0.0548318438479336	0.376420619858725	0.163	0.152	1
BX470102.2	0.0548946005227779	-0.604339350695943	0.024	0.033	1
GLT1D1	0.055033426094245	0.222065903846013	0.015	0.01	1
ETS2	0.0550778680564596	-0.61496433736112	0.401	0.337	1
SUPT6H	0.0552015081969679	-0.325621860493859	0.222	0.255	1
IL1R2	0.0552747572066757	-2.85586499486477	0.018	0.026	1
FAM27E3	0.0553010724862919	-0.36403262886272	0.007	0.013	1
PARL	0.0553424048371137	-0.147276411768182	0.242	0.231	1
SLC66A2	0.0555783988398868	-0.237737423816059	0.191	0.219	1
RPS6KB1	0.0556126732072628	-0.104175138129569	0.189	0.22	1
NRIP1	0.055690979175361	-0.211874943394871	0.443	0.399	1
CABP1	0.0557580838469383	-0.861519274807397	0.027	0.036	1
CCDC186	0.0558225415655211	-0.168707219638435	0.42	0.386	1
IRGM	0.0558408601685176	-0.500251838212654	0.017	0.011	1
UTP20	0.0558673029893127	0.408668026733671	0.149	0.139	1
AL049869.3	0.0560750136654896	1.32849170459682	0.064	0.079	1
AC025822.2	0.05609020122833	-0.219775272795319	0.01	0.006	1
FMN2	0.0564516525730123	0.59019130556339	0.013	0.008	1
AC009509.2	0.0564735862673221	-0.188385506940736	0.006	0.012	1
ZNF213	0.0565447878622033	0.669856980880967	0.056	0.046	1
SELENOI	0.0565550325570153	-0.160093939707719	0.16	0.188	1
NTAN1	0.0565602935635027	-0.217992282798648	0.252	0.241	1
YY2	0.0565969502364825	0.292558828452375	0.01	0.016	1
DFFB	0.056597653779494	0.415431674112762	0.046	0.036	1
TERF2	0.0566102947306611	-0.293907550018418	0.127	0.151	1
GINS1	0.0566272324972737	-0.579568896652386	0.008	0.014	1
AC105345.1	0.0567538681475591	-0.437859561494524	0.006	0.012	1
AL031432.1	0.0567590404007838	0.725078842974123	0.011	0.006	1
AL360012.1	0.0569795578298652	0.460923259318361	0.025	0.018	1
AC010884.1	0.0570779052320447	-0.140163722870507	0.013	0.02	1
TXNDC12	0.0570978627549064	-0.106860261473432	0.362	0.347	1
AC007533.1	0.0571153091422754	0.815978599662026	0.011	0.007	1
IPO13	0.0571749001186624	0.270527934438657	0.041	0.053	1
UBAP2L	0.0572265983579945	0.119553316131041	0.25	0.244	1
AC019080.1	0.0573032668442808	0.561602635170433	0.011	0.007	1
MAP4K2	0.0573087323823563	-0.405851950679641	0.046	0.059	1
COL24A1	0.0574570622817766	0.532562151177392	0.011	0.006	1
AP003059.2	0.0575565434907874	-0.35918494131567	0.017	0.025	1
LIN9	0.057565196948983	0.70280820792007	0.05	0.04	1
AC005332.6	0.0577575259170785	-0.209909916616896	0.062	0.078	1
NIF3L1	0.0577742471215092	-0.199976858847877	0.106	0.127	1
GKAP1	0.0577833322029887	0.195507624540037	0.193	0.183	1
AC130650.2	0.0578752819921451	0.546633100225931	0.017	0.025	1
STAMBP	0.0580687282937146	-0.120905146181638	0.292	0.282	1
AL391684.1	0.0584483985148106	0.510480481432909	0.019	0.028	1
ZDHHC8	0.0585186694094526	0.474363866789764	0.081	0.07	1
AC000068.1	0.0586919132207502	-0.874245718461463	0.005	0.01	1
SCRIB	0.0587658939356872	0.239410007904423	0.048	0.061	1
ZBED4	0.0587769272424589	-0.229910342828473	0.078	0.094	1
MIR181A2HG	0.0588220953392187	0.550063022802397	0.07	0.059	1
TSC2	0.0588328271158009	0.498343442970814	0.146	0.137	1
ITGB5-AS1	0.058921384719418	1.26254904330319	0.015	0.01	1
SLC2A11	0.0590195614857445	-0.176603505022837	0.061	0.076	1
ALDH3A2	0.0591246385194578	-0.485961784985846	0.261	0.285	1
GRAMD1A	0.0592104044361236	-0.316992535132064	0.186	0.211	1
ZNF518B	0.0592131687898566	-0.163355695411696	0.102	0.123	1
PLCH1	0.0592946823735108	-0.509508488369064	0.013	0.02	1
AP001437.2	0.0593122080477512	-0.479752774500282	0.018	0.026	1
NYAP1	0.059387211102636	-0.459906367530354	0.014	0.021	1
UBAP1L	0.0594544875050181	0.146029308413933	0.03	0.04	1
BCAS2	0.0595289912839375	-0.272469283938786	0.353	0.341	1
CABIN1	0.059649367627384	0.327028042688101	0.191	0.182	1
AC107072.2	0.0597248827354378	1.69666664592831	0.024	0.018	1
NCOA6	0.0597400748399259	0.219237103055148	0.247	0.241	1
SAMD15	0.0599882987705647	-0.72246421100688	0.009	0.015	1
AL136418.1	0.0600291081581423	0.451879041063048	0.015	0.01	1
ZNF674	0.0600455928376114	0.226971538738393	0.042	0.055	1
ENO3	0.0600851702609704	-0.449627664667709	0.008	0.014	1
NFATC3	0.0601420721200802	-0.365227776459168	0.284	0.312	1
AC026748.3	0.0601655573770482	-0.691351837467037	0.012	0.019	1
FASTKD5	0.0601947397054283	0.130199771508232	0.034	0.046	1
PRKAG1	0.060208445103103	0.115033072289543	0.234	0.228	1
NPFF	0.0602450958836607	0.138128324261181	0.01	0.017	1
HSPA1L	0.0602961443136016	-0.438375793659413	0.102	0.119	1
AC091729.3	0.0602977652408332	-0.170454472444346	0.064	0.079	1
MYT1L	0.060312357102026	-1.10184204515686	0.007	0.012	1
ING5	0.0603719820258105	0.193895847385345	0.211	0.202	1
DPH2	0.0603854412318	0.144915901373845	0.033	0.044	1
RAD51AP1	0.0605738190104003	-0.400143572292277	0.015	0.023	1
FMO4	0.0606701044112729	0.672333228673136	0.064	0.054	1
SLC35B2	0.0606934552981846	0.519587105598017	0.119	0.11	1
