p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
FGL2.4	2.64534890254603e-06	2.35587871908067	0.193	0.05	0.0699641877745374	10	FGL2
SLC18A2.1	2.65892104943672e-06	2.40628686693841	0.105	0.016	0.0703231439155023	10	SLC18A2
SYTL1	2.84790959153601e-06	2.77658775463121	0.14	0.028	0.0753215128769444	10	SYTL1
ATP5F1E.5	2.9865376827153e-06	0.5428776535375	1	0.923	0.0789879486324543	10	ATP5F1E
LGALS9.1	3.12308216779994e-06	3.31651779511482	0.105	0.017	0.0825992771739728	10	LGALS9
FMNL1.2	3.48631176266548e-06	2.11018428912012	0.14	0.028	0.0922059734989767	10	FMNL1
ARPC2.2	3.53543478106903e-06	0.792492842568952	0.877	0.715	0.0935051790897136	10	ARPC2
RPS14.7	3.58095703269955e-06	0.488433990115851	0.982	0.97	0.0947091516008377	10	RPS14
LY75	3.70412161902087e-06	2.96468968838663	0.105	0.017	0.097966608579864	10	LY75
RIPOR2.3	3.85217802319633e-06	1.41156429894892	0.456	0.204	0.101882404357497	10	RIPOR2
RPL13.5	4.09501475705057e-06	0.570231903933639	1	0.991	0.108304950294473	10	RPL13
SRGAP3.3	4.10969644320371e-06	1.53662342330255	0.175	0.042	0.108693251529852	10	SRGAP3
SLC45A4.4	4.1796300026547e-06	2.03243661418669	0.228	0.067	0.110542854310212	10	SLC45A4
AC063944.1.10	4.26011086346234e-06	-3.20862418841069	0.14	0.426	0.112671412116852	10	AC063944.1
ELF3	4.26101730247652e-06	2.95644904382619	0.07	0.008	0.112695385615899	10	ELF3
LCN2	4.36710186050942e-06	2.9919090383573	0.07	0.008	0.115501110006753	10	LCN2
DSG2	4.36710186050942e-06	3.2264690542794	0.07	0.008	0.115501110006753	10	DSG2
AC015845.2.1	4.47571431640641e-06	2.70689498723966	0.07	0.008	0.118373692240317	10	AC015845.2
AP1S3	4.51249009452491e-06	3.11041367202573	0.07	0.008	0.119346338019995	10	AP1S3
IL4R.1	4.51660894444141e-06	1.5176824412293	0.246	0.077	0.119455273362586	10	IL4R
JAK3.2	4.52051363477312e-06	1.75393635589185	0.228	0.066	0.119558544612479	10	JAK3
TNFRSF18.1	4.6262875700353e-06	3.55057792074207	0.088	0.013	0.122356053652294	10	TNFRSF18
CARD8	4.84383570340591e-06	1.13651793682966	0.281	0.09	0.12810976668368	10	CARD8
KCNN1	4.89652708989053e-06	2.37226804594753	0.07	0.008	0.129503348473425	10	KCNN1
RPL32.5	4.93313165738164e-06	0.504511095195061	1	0.978	0.130471466074429	10	RPL32
SCOC-AS1	4.98590176461483e-06	1.80576969700347	0.105	0.017	0.131867129870533	10	SCOC-AS1
SLC7A1	5.07324042937833e-06	1.95492019182385	0.105	0.017	0.134177062876198	10	SLC7A1
RPL11.5	5.11083963705744e-06	0.493165841854743	0.982	0.978	0.135171486720895	10	RPL11
IL32.6	5.15935147072101e-06	1.5243185378243	0.579	0.364	0.136454527697629	10	IL32
TOX.1	5.19596773645507e-06	1.68658901210566	0.14	0.029	0.137422954693764	10	TOX
CHST11.2	5.28140232142184e-06	1.27538907658446	0.596	0.323	0.139682528596965	10	CHST11
ADAP2.3	5.62865532709798e-06	1.67195674510348	0.193	0.05	0.148866676091087	10	ADAP2
SH3BGRL3.4	5.68681829552475e-06	1.18157977774996	0.825	0.604	0.150404970280039	10	SH3BGRL3
AQP3	5.71306896753464e-06	1.97748716942227	0.193	0.051	0.151099248053356	10	AQP3
PRSS12.1	5.7633239360566e-06	2.70254474486793	0.088	0.013	0.152428391460825	10	PRSS12
RAB27B	5.84021293286284e-06	2.76905745775301	0.088	0.013	0.154461951648356	10	RAB27B
ADGRE5.7	6.01323038877376e-06	1.31635177497667	0.386	0.152	0.159037917322288	10	ADGRE5
CSK	6.05896980473697e-06	1.38927354092657	0.263	0.083	0.160247633395683	10	CSK
GPM6B.7	6.22303364932084e-06	-0.81665102477867	0.754	0.858	0.164586793957238	10	GPM6B
ADGRL2.6	6.8340482546384e-06	-1.40426921182537	0.544	0.739	0.180746908238676	10	ADGRL2
WDR81.1	7.59340530259078e-06	2.02999494076804	0.246	0.078	0.200830383442921	10	WDR81
PLS1.1	7.75676797263387e-06	3.35752786602912	0.053	0.005	0.205150999340221	10	PLS1
MANBA.3	7.82401858480449e-06	1.60665917402077	0.351	0.135	0.206929643530909	10	MANBA
JARID2-AS1	7.83542744718291e-06	3.37406591413207	0.053	0.005	0.207231385123094	10	JARID2-AS1
MFNG.1	8.07600756886924e-06	3.57728776195746	0.053	0.005	0.213594248181454	10	MFNG
SLC25A25-AS1	8.24029996235041e-06	2.6309099686169	0.053	0.005	0.217939453404244	10	SLC25A25-AS1
AL392172.2	8.40778419345787e-06	1.18234881082497	0.053	0.005	0.222369076348574	10	AL392172.2
AC127526.2.1	8.40778419345787e-06	2.87713618311741	0.053	0.005	0.222369076348574	10	AC127526.2
AP001033.2	8.40778419345787e-06	2.86451418508766	0.053	0.005	0.222369076348574	10	AP001033.2
RPS15.4	8.43486148754708e-06	0.47665783662312	1	0.982	0.223085216622645	10	RPS15
LGALS8-AS1	8.49274159312151e-06	2.10465172923583	0.053	0.005	0.224616029654878	10	LGALS8-AS1
ARFGEF3	8.49274159312151e-06	3.02348821238736	0.053	0.005	0.224616029654878	10	ARFGEF3
KCNJ2	8.49274159312151e-06	2.69098912847539	0.053	0.005	0.224616029654878	10	KCNJ2
CLEC2B.6	8.68405656968397e-06	1.17059944100186	0.509	0.247	0.229675928155002	10	CLEC2B
NEK10.1	8.74846397932176e-06	2.47477216796638	0.158	0.038	0.231379375325102	10	NEK10
CRNDE	8.7701360443851e-06	1.82482033475119	0.123	0.024	0.231952558101897	10	CRNDE
AC055733.2.2	9.17219236296767e-06	1.99411718097994	0.193	0.053	0.242586143615769	10	AC055733.2
NAPRT	9.71875868076544e-06	0.899710614708452	0.421	0.162	0.257041729588884	10	NAPRT
FAU.7	9.83718493136488e-06	0.461046682549029	0.982	0.957	0.260173867064738	10	FAU
CD83.4	9.84287797870523e-06	2.21882122043446	0.333	0.135	0.260324436780796	10	CD83
SLC2A5	9.93262052625342e-06	3.29660891936546	0.088	0.013	0.26269794767835	10	SLC2A5
RPS20.4	1.02308886303157e-05	0.498917531469877	0.965	0.925	0.270586542494589	10	RPS20
RARRES2.7	1.02841269529268e-05	-0.897667975789304	0.842	0.885	0.271994589651008	10	RARRES2
TANK.4	1.03534872451358e-05	1.21589199431802	0.667	0.433	0.273829030659352	10	TANK
CCND3	1.04798424808627e-05	1.50751216063388	0.649	0.378	0.277170873933856	10	CCND3
MIR99AHG.9	1.09434590419291e-05	-1.29662901210512	0.719	0.835	0.289432604740942	10	MIR99AHG
FYN.1	1.10612871735062e-05	1.40406871254955	0.509	0.263	0.292548923164892	10	FYN
AC015923.1	1.10677534420288e-05	3.17873673200308	0.07	0.009	0.292719943034778	10	AC015923.1
RBBP8.1	1.23085772301347e-05	1.50798412181675	0.263	0.089	0.325537250582603	10	RBBP8
SYT16	1.24071186782538e-05	1.33393810459565	0.07	0.009	0.328143474802455	10	SYT16
SLC9A3-AS1.1	1.2466113828571e-05	1.68578837020947	0.088	0.013	0.329703778538045	10	SLC9A3-AS1
PLCH2	1.26699955915165e-05	4.87019958893234	0.035	0.002	0.335096043404428	10	PLCH2
CR1	1.28477848328715e-05	4.83882436570087	0.035	0.002	0.339798213259785	10	CR1
GLP2R	1.28477848328715e-05	4.67932143728043	0.035	0.002	0.339798213259785	10	GLP2R
RPL19.5	1.29634981689095e-05	0.436525473303325	0.982	0.982	0.342858599571318	10	RPL19
FCRL1	1.3027952877373e-05	5.28644063794235	0.035	0.002	0.344563297700762	10	FCRL1
AC124017.1.1	1.3027952877373e-05	4.43223881959102	0.035	0.002	0.344563297700762	10	AC124017.1
OPRM1	1.3027952877373e-05	4.776369024796	0.035	0.002	0.344563297700762	10	OPRM1
SCIN	1.3027952877373e-05	5.11178529996557	0.035	0.002	0.344563297700762	10	SCIN
LINC02320	1.3027952877373e-05	4.5198869874046	0.035	0.002	0.344563297700762	10	LINC02320
RPL37.5	1.30330615509251e-05	0.523226312239315	1	0.975	0.344698411898868	10	RPL37
KIAA1614-AS1	1.32105298585753e-05	4.02491575352662	0.035	0.002	0.349392093699599	10	KIAA1614-AS1
LAMP3	1.32105298585753e-05	4.63208224951979	0.035	0.002	0.349392093699599	10	LAMP3
APOBR	1.32105298585753e-05	4.41957055201305	0.035	0.002	0.349392093699599	10	APOBR
AC009120.4	1.32105298585753e-05	4.24954125619851	0.035	0.002	0.349392093699599	10	AC009120.4
AC091132.2.1	1.32105298585753e-05	4.33396861169088	0.035	0.002	0.349392093699599	10	AC091132.2
KCNC3	1.32105298585753e-05	4.51180176158144	0.035	0.002	0.349392093699599	10	KCNC3
NT5C1B	1.33955462679168e-05	4.113638581882	0.035	0.002	0.354285407693865	10	NT5C1B
ATP10B	1.33955462679168e-05	4.09852248335163	0.035	0.002	0.354285407693865	10	ATP10B
SUCLA2-AS1	1.33955462679168e-05	4.30550977998144	0.035	0.002	0.354285407693865	10	SUCLA2-AS1
KCNN4	1.33955462679168e-05	4.12506318368983	0.035	0.002	0.354285407693865	10	KCNN4
C20orf144	1.33955462679168e-05	4.2191994103729	0.035	0.002	0.354285407693865	10	C20orf144
LINC01770.1	1.35830329586496e-05	3.90392157997487	0.035	0.002	0.359244055690366	10	LINC01770
AL162591.2	1.35830329586496e-05	3.94032685635698	0.035	0.002	0.359244055690366	10	AL162591.2
AC067852.3	1.35830329586496e-05	3.53684769422777	0.035	0.002	0.359244055690366	10	AC067852.3
LINC01132	1.37730211498066e-05	2.33150889801489	0.035	0.002	0.364268863370084	10	LINC01132
DLX2	1.37730211498066e-05	3.65798014813588	0.035	0.002	0.364268863370084	10	DLX2
LINC02026	1.37730211498066e-05	3.64866720404209	0.035	0.002	0.364268863370084	10	LINC02026
AL109615.3	1.37730211498066e-05	2.85687353728258	0.035	0.002	0.364268863370084	10	AL109615.3
LINC00173	1.37730211498066e-05	3.13442759240672	0.035	0.002	0.364268863370084	10	LINC00173
KNL1.1	1.37730211498066e-05	3.88305694375608	0.035	0.002	0.364268863370084	10	KNL1
CALB2	1.37730211498066e-05	2.32894539237703	0.035	0.002	0.364268863370084	10	CALB2
AP000251.1	1.37730211498066e-05	3.66748319848091	0.035	0.002	0.364268863370084	10	AP000251.1
TLR7.1	1.37730211498066e-05	3.93321410016398	0.035	0.002	0.364268863370084	10	TLR7
RPL17.5	1.38711532053003e-05	0.438984464731163	0.982	0.974	0.366864259973783	10	RPL17
PARP8.5	1.39235324388036e-05	1.20149131213289	0.509	0.26	0.368249585941478	10	PARP8
RGS13.1	1.39292835701211e-05	3.64844246587249	0.088	0.014	0.368401691862562	10	RGS13
C12orf43.1	1.42732229623756e-05	1.56751921217372	0.281	0.096	0.37749820090891	10	C12orf43
RTKN2	1.4297482232664e-05	2.14187112200842	0.14	0.032	0.378139810089496	10	RTKN2
ITPKB.5	1.4464386298749e-05	1.63048954585048	0.263	0.092	0.382554088829313	10	ITPKB
TFRC.4	1.75804790676747e-05	0.958535158114093	0.404	0.177	0.464968510381862	10	TFRC
IRF8.2	1.77999095113498e-05	2.14323858519594	0.175	0.047	0.470772006756178	10	IRF8
TACC3	1.79694622250271e-05	2.31272119539932	0.105	0.019	0.475256336927516	10	TACC3
MTFP1	1.81584860591427e-05	2.12608127320659	0.105	0.019	0.480255639292205	10	MTFP1
HEATR3.1	1.86092798380197e-05	2.0406557361469	0.158	0.039	0.492178233155946	10	HEATR3
ST6GALNAC3.1	1.89957966697485e-05	2.157659118695	0.088	0.014	0.502400830321508	10	ST6GALNAC3
EML4.2	1.90019820254999e-05	1.09212265429566	0.491	0.246	0.50256442061042	10	EML4
MIR4422HG	1.93429015305214e-05	2.30657710906394	0.088	0.014	0.511581059679229	10	MIR4422HG
RAPGEF6.2	1.94559090410521e-05	0.944862541345284	0.509	0.254	0.514569882317747	10	RAPGEF6
HECA.4	1.95136475235887e-05	1.50669873471751	0.456	0.228	0.516096949703874	10	HECA
RPL18A.6	1.96750212196266e-05	0.597998704110536	0.982	0.968	0.520364961216685	10	RPL18A
AC023906.5	1.98151274877542e-05	2.46968933175068	0.088	0.014	0.524070491796124	10	AC023906.5
SNAP23.2	2.00800069118664e-05	1.08452679025947	0.561	0.316	0.531076022805043	10	SNAP23
CYFIP2.3	2.04776877336285e-05	1.5190963341044	0.175	0.047	0.541593885179007	10	CYFIP2
LEPROTL1.1	2.0723234674472e-05	1.49326559081319	0.491	0.247	0.548088110670435	10	LEPROTL1
IL18R1	2.10633343235527e-05	1.72789694133568	0.14	0.032	0.557083066189321	10	IL18R1
HRH2	2.1233817731747e-05	1.35605967407193	0.263	0.087	0.561592011369244	10	HRH2
EEF1B2.6	2.13447801808651e-05	0.656468874125907	0.93	0.875	0.56452674622352	10	EEF1B2
SPINT2	2.13735887774699e-05	1.37924412471957	0.298	0.11	0.565288675986523	10	SPINT2
STK17A.3	2.19466456250633e-05	1.68114435875763	0.439	0.208	0.580444883491675	10	STK17A
IL23A.1	2.24798674794075e-05	1.93774591159736	0.088	0.014	0.594547535095371	10	IL23A
CSNK2A2.4	2.24936703839116e-05	1.28102668423649	0.439	0.194	0.594912594313695	10	CSNK2A2
ELOVL7.1	2.3794306596937e-05	4.23545127898648	0.053	0.005	0.629311820875789	10	ELOVL7
ABCC3.1	2.38778960528295e-05	2.64578141769021	0.07	0.009	0.631522594805235	10	ABCC3
AC011477.2	2.40127381757381e-05	3.93369837156584	0.053	0.005	0.635088899271923	10	AC011477.2
FLNB.1	2.45921358062402e-05	1.67725517701785	0.175	0.047	0.650412807803441	10	FLNB
SPARCL1.8	2.52070709164996e-05	-0.51299294456151	0.965	0.989	0.666676611599582	10	SPARCL1
PRR13.2	2.53384381297559e-05	0.999005988036973	0.632	0.344	0.670151011655784	10	PRR13
SEL1L3	2.5426120281243e-05	3.49176633515117	0.088	0.015	0.672470029198316	10	SEL1L3
ZBTB32	2.55960426312596e-05	3.43659012122522	0.053	0.005	0.676964135511554	10	ZBTB32
SPIB	2.55960426312596e-05	4.04284199279801	0.053	0.005	0.676964135511554	10	SPIB
RPL13A.4	2.58241709901557e-05	0.438422818787576	0.982	0.974	0.682997674347638	10	RPL13A
AC020913.1.1	2.58306509676805e-05	2.3482313143188	0.07	0.009	0.683169056793214	10	AC020913.1
ZFYVE28	2.60624260643045e-05	2.38489467411489	0.193	0.058	0.689299044548727	10	ZFYVE28
CCBE1	2.65448619125153e-05	4.1783536105781	0.053	0.005	0.702058507862205	10	CCBE1
TAOK3.2	2.69245680729423e-05	0.884280986085416	0.667	0.395	0.712100976393179	10	TAOK3
AC092159.2	2.72783267872553e-05	2.75044550361923	0.053	0.005	0.721457186869328	10	AC092159.2
AC147651.4.1	2.72783267872553e-05	3.13812484143893	0.053	0.005	0.721457186869328	10	AC147651.4
GK-AS1	2.75270683473443e-05	2.31711460278629	0.053	0.005	0.728035903650561	10	GK-AS1
PTAFR	2.7777965559164e-05	2.60767842056155	0.053	0.005	0.73467163310877	10	PTAFR
IL1RL1.2	2.79292923738029e-05	3.61170172606174	0.105	0.02	0.738673924702338	10	IL1RL1
AL591506.1	2.82862975104793e-05	2.65522727017344	0.053	0.005	0.748115996557157	10	AL591506.1
ADA2.1	2.84911250717444e-05	2.07424662709919	0.228	0.075	0.753533275897496	10	ADA2
TANC2.4	2.88819403186278e-05	1.8769163579427	0.228	0.075	0.763869557547067	10	TANC2
ALCAM.1	2.93883790221365e-05	1.61211264442134	0.175	0.049	0.777263848377465	10	ALCAM
KLK11	2.97545946246861e-05	2.67356568889029	0.088	0.015	0.786949518633697	10	KLK11
RPLP2.5	2.99580217919026e-05	0.500672041789349	0.982	0.969	0.792329760352239	10	RPLP2
MOV10.2	2.99874702873324e-05	1.34090532650775	0.246	0.08	0.793108614159368	10	MOV10
FAAH2.1	3.12253505045705e-05	2.53658931555234	0.14	0.034	0.82584807014488	10	FAAH2
ACTR3.3	3.12787407027623e-05	1.02069465001463	0.632	0.364	0.827260134106658	10	ACTR3
GCH1.2	3.15807546596487e-05	2.20585310461827	0.211	0.065	0.835247799238389	10	GCH1
SGK1.2	3.16586357847766e-05	1.05049933725331	0.456	0.218	0.837307599235771	10	SGK1
ARPC3.2	3.17853915099881e-05	0.674220856177509	0.895	0.735	0.840660034656166	10	ARPC3
AC112907.3	3.25785586560224e-05	2.53400735823076	0.105	0.02	0.86163771933448	10	AC112907.3
CHML.1	3.37387254886481e-05	1.29395371628973	0.175	0.047	0.892321811723764	10	CHML
TPD52.3	3.39115918145004e-05	1.64369465263269	0.246	0.084	0.896893780309907	10	TPD52
NOP53.3	3.45721529003646e-05	0.689709421762254	0.895	0.737	0.914364299908843	10	NOP53
SYAP1.1	3.63207692466561e-05	0.910499928083772	0.579	0.321	0.96061170503556	10	SYAP1
RPL34.8	3.63353612998529e-05	0.461923008018108	0.982	0.984	0.96099763565851	10	RPL34
UBOX5-AS1	3.6623939388136e-05	1.85054374689458	0.088	0.015	0.968629948937422	10	UBOX5-AS1
METTL21A.1	3.71428156522871e-05	1.32567552325664	0.281	0.103	0.98235318837169	10	METTL21A
EEF1G.7	3.72199435801751e-05	0.533357995927856	0.982	0.919	0.984393067808471	10	EEF1G
RPS18.5	3.74290675867504e-05	0.582924162396936	1	0.979	0.989923979534374	10	RPS18
DDX41	3.79317807102298e-05	1.23001692318782	0.281	0.104	1	10	DDX41
RPL27A.6	3.98029770670408e-05	0.452748379923547	0.982	0.964	1	10	RPL27A
CAMK2B	4.15189092767198e-05	3.66968588846999	0.07	0.01	1	10	CAMK2B
REL.2	4.20330053307466e-05	1.18898902135958	0.509	0.261	1	10	REL
TARBP2	4.20368499111184e-05	1.67196296810073	0.158	0.042	1	10	TARBP2
RPSA.6	4.317284292795e-05	0.665833180388464	0.982	0.922	1	10	RPSA
RNF125	4.38303577559556e-05	3.58538250717596	0.07	0.01	1	10	RNF125
RPL14.7	4.4198731546454e-05	0.416652926492208	1	0.972	1	10	RPL14
FNBP1.5	4.45089686240922e-05	1.09412105092125	0.596	0.348	1	10	FNBP1
RPS27A.5	4.47694536741359e-05	0.426353951121319	0.982	0.976	1	10	RPS27A
TRBC2.5	4.48591499385649e-05	1.63033678588243	0.333	0.144	1	10	TRBC2
TM6SF1.1	4.5031356323686e-05	2.93425116493934	0.07	0.01	1	10	TM6SF1
ATG16L1	4.63967335514871e-05	1.02471199504042	0.211	0.065	1	10	ATG16L1
RPL38.5	4.90503630900266e-05	0.416054413124072	1	0.957	1	10	RPL38
DENND3.9	4.90698643672908e-05	0.925408908974243	0.386	0.169	1	10	DENND3
RPL27.5	4.91852676919962e-05	0.435217563995568	0.982	0.941	1	10	RPL27
CD226	4.93650939924081e-05	2.50621445059646	0.088	0.015	1	10	CD226
SHB.2	4.97739811154219e-05	1.17873474589818	0.193	0.056	1	10	SHB
SQOR	5.03884954178389e-05	1.14350533281813	0.298	0.113	1	10	SQOR
CD274.1	5.04925968943441e-05	2.09679593177785	0.07	0.01	1	10	CD274
COX18.2	5.17363501642579e-05	1.10193967225253	0.211	0.065	1	10	COX18
TACSTD2	5.21795052252176e-05	2.5503209406691	0.088	0.015	1	10	TACSTD2
RPL30.7	5.34662543039571e-05	0.435996455337729	1	0.978	1	10	RPL30
ATP6V0A1.1	5.3632742109346e-05	1.11061495851292	0.421	0.193	1	10	ATP6V0A1
ARL4C.7	5.66696349412725e-05	1.50382140856351	0.351	0.155	1	10	ARL4C
ADIPOR1.3	5.71861168872091e-05	1.07136440034705	0.386	0.173	1	10	ADIPOR1
RPL41.4	5.74288340844655e-05	0.41290763073867	1	0.989	1	10	RPL41
SATB1	5.84835597537468e-05	1.88406298006128	0.105	0.021	1	10	SATB1
SMAGP	5.96022473832485e-05	1.74387886929016	0.105	0.021	1	10	SMAGP
ADCY7	5.98956180896688e-05	1.96940361730063	0.088	0.015	1	10	ADCY7
GSEC	6.01691608556896e-05	2.00120232606572	0.105	0.021	1	10	GSEC
RPL6.5	6.02713790423369e-05	0.381997246312787	0.982	0.97	1	10	RPL6
PFN1.6	6.14957812189488e-05	0.69996642355602	0.912	0.846	1	10	PFN1
NOL6.1	6.22769446630416e-05	1.7011413387178	0.14	0.035	1	10	NOL6
RGS19.7	6.33824488049454e-05	1.31551942013148	0.263	0.096	1	10	RGS19
PLXNC1.1	6.42262536171431e-05	1.92155894210278	0.158	0.043	1	10	PLXNC1
CNOT6L.2	6.50188647288768e-05	1.63195049523581	0.526	0.294	1	10	CNOT6L
FAM241B	6.65785157676884e-05	3.71053116452221	0.053	0.006	1	10	FAM241B
BEX3.8	7.0203432976888e-05	-0.81406564713329	0.632	0.778	1	10	BEX3
SP2-AS1.1	7.11167309978897e-05	2.00568724648712	0.123	0.028	1	10	SP2-AS1
AP003396.5.1	7.23314558426761e-05	2.87969880807547	0.053	0.006	1	10	AP003396.5
C1orf116	7.29319246542267e-05	2.76914294745578	0.053	0.006	1	10	C1orf116
AC211476.6	7.29319246542267e-05	3.37169232450909	0.053	0.006	1	10	AC211476.6
U62317.4	7.29319246542267e-05	3.16137453842595	0.053	0.006	1	10	U62317.4
CARD16.7	7.3869396242862e-05	1.41681725412045	0.246	0.088	1	10	CARD16
LINC00299	7.41470350281674e-05	3.00180626984848	0.053	0.006	1	10	LINC00299
ORAI1.4	7.43243396164737e-05	1.1115587107992	0.228	0.075	1	10	ORAI1
PRR7	7.49529596471398e-05	2.28745812242988	0.105	0.022	1	10	PRR7
TMEM236	7.53812743629396e-05	2.9654741263063	0.053	0.006	1	10	TMEM236
NPL.2	7.55872815102168e-05	1.31644866876296	0.281	0.106	1	10	NPL
ZNF792	7.60056552603971e-05	2.65189865829044	0.053	0.006	1	10	ZNF792
FGF13.6	7.60793186645178e-05	-2.1777241495198	0.263	0.481	1	10	FGF13
RPS6KA5.3	7.61302098281593e-05	1.04008456621673	0.404	0.188	1	10	RPS6KA5
LRMP	7.66349243177367e-05	2.99562736840298	0.053	0.006	1	10	LRMP
AC092745.5	7.67025556603282e-05	2.49061456410751	0.105	0.022	1	10	AC092745.5
RPL26.6	7.87581935463289e-05	0.409838269483719	0.982	0.98	1	10	RPL26
NIPAL3.1	7.90768703443702e-05	1.33710226500648	0.14	0.035	1	10	NIPAL3
AC119396.1	7.92666742221028e-05	2.97741312464279	0.07	0.011	1	10	AC119396.1
RASSF5.2	8.12406942018133e-05	2.18941399800209	0.14	0.036	1	10	RASSF5
ETS1.6	8.14207171560386e-05	1.475610583994	0.491	0.27	1	10	ETS1
CMIP.3	8.14295992005613e-05	0.98377393316721	0.316	0.125	1	10	CMIP
RPL23A.4	8.16215297251467e-05	0.420625472335075	0.982	0.966	1	10	RPL23A
ZBTB20.6	8.16626803230325e-05	-0.72233522545663	0.93	0.964	1	10	ZBTB20
AC016831.7.3	8.18391955710611e-05	1.11350503138519	0.386	0.172	1	10	AC016831.7
CHTF8	8.25643722230301e-05	2.03138095004065	0.105	0.022	1	10	CHTF8
KDM4A.1	8.26824519799705e-05	1.03361103944794	0.298	0.115	1	10	KDM4A
GSN.9	8.48272349045221e-05	-0.646723487137307	0.86	0.888	1	10	GSN
PIM1.4	8.50126362906543e-05	1.41394386941006	0.211	0.068	1	10	PIM1
TNFRSF1B.4	8.50566397314976e-05	1.12871822979959	0.298	0.117	1	10	TNFRSF1B
FAM102A.1	8.52353310490929e-05	1.46875494486138	0.263	0.099	1	10	FAM102A
DUSP10.2	8.6859941617203e-05	2.04907451645917	0.175	0.051	1	10	DUSP10
MEG3.6	8.78177493450534e-05	-1.42581363707048	0.351	0.589	1	10	MEG3
RAB11FIP1.1	8.90585733345338e-05	1.56125466171301	0.298	0.118	1	10	RAB11FIP1
CWF19L1	9.17028619079551e-05	1.33859655099817	0.246	0.09	1	10	CWF19L1
AC010615.2.1	9.17614720223662e-05	2.25125847758958	0.07	0.011	1	10	AC010615.2
RPS10.5	9.18519116582937e-05	0.59628818435196	0.947	0.873	1	10	RPS10
MPPED2	9.21951283873405e-05	1.78398897098718	0.088	0.016	1	10	MPPED2
DHCR7	9.23448438852314e-05	1.95151045322721	0.07	0.011	1	10	DHCR7
RPAP1	9.30210812913752e-05	1.54859895308721	0.14	0.036	1	10	RPAP1
RBM38	9.36315633325093e-05	2.49204854518987	0.105	0.022	1	10	RBM38
MMEL1.1	9.44025756048686e-05	4.99815511512755	0.035	0.003	1	10	MMEL1
IRF5	9.44025756048686e-05	4.19232625269676	0.035	0.003	1	10	IRF5
DNMT3A.2	9.49661939153402e-05	1.37175741239903	0.298	0.121	1	10	DNMT3A
EPHA1	9.54943811160412e-05	3.90009957199587	0.035	0.003	1	10	EPHA1
AL606834.2	9.54943811160412e-05	4.12753127588031	0.035	0.003	1	10	AL606834.2
KCNK10	9.54943811160412e-05	4.36240951181194	0.035	0.003	1	10	KCNK10
AC100830.2	9.54943811160412e-05	4.19860852910772	0.035	0.003	1	10	AC100830.2
DDX52.2	9.62037122773328e-05	0.758160954596168	0.491	0.234	1	10	DDX52
S100A8.1	9.65981024284703e-05	7.71879756357053	0.035	0.003	1	10	S100A8
AL355388.1	9.65981024284703e-05	3.61640314474096	0.035	0.003	1	10	AL355388.1
SOS1-IT1	9.65981024284703e-05	3.93252517924966	0.035	0.003	1	10	SOS1-IT1
AC020741.1	9.65981024284703e-05	4.8266164788357	0.035	0.003	1	10	AC020741.1
MRAP2	9.65981024284703e-05	4.42260123436358	0.035	0.003	1	10	MRAP2
AC073517.1	9.65981024284703e-05	3.26786765155054	0.035	0.003	1	10	AC073517.1
AL928970.1	9.65981024284703e-05	3.78604902189934	0.035	0.003	1	10	AL928970.1
SMIM35.1	9.65981024284703e-05	4.07406030193056	0.035	0.003	1	10	SMIM35
CHRNB1	9.6903537823216e-05	1.12871594190944	0.246	0.087	1	10	CHRNB1
NCMAP-DT	9.77138609539142e-05	3.03046153215259	0.035	0.003	1	10	NCMAP-DT
CNKSR1	9.77138609539142e-05	3.60456002582128	0.035	0.003	1	10	CNKSR1
HIST1H3G.1	9.77138609539142e-05	3.66079800284307	0.035	0.003	1	10	HIST1H3G
AL355490.1	9.77138609539142e-05	4.03873203933118	0.035	0.003	1	10	AL355490.1
KRTAP5-AS1	9.77138609539142e-05	3.48141751302422	0.035	0.003	1	10	KRTAP5-AS1
YBX2	9.77138609539142e-05	3.54676335642401	0.035	0.003	1	10	YBX2
INAVA	9.88417792409101e-05	3.04022913152492	0.035	0.003	1	10	INAVA
ABCD2	9.88417792409101e-05	3.64065672810639	0.035	0.003	1	10	ABCD2
C2CD4D-AS1	9.99819809843066e-05	3.53481962181768	0.035	0.003	1	10	C2CD4D-AS1
WDR17	9.99819809843066e-05	3.60765758896683	0.035	0.003	1	10	WDR17
AC009276.1	9.99819809843066e-05	2.82936071936091	0.035	0.003	1	10	AC009276.1
KLRG2	9.99819809843066e-05	3.72357414583924	0.035	0.003	1	10	KLRG2
ADRB1	9.99819809843066e-05	3.66220183640025	0.035	0.003	1	10	ADRB1
P2RY6	9.99819809843066e-05	2.82508038369033	0.035	0.003	1	10	P2RY6
LINC01905.1	9.99819809843066e-05	3.33418133720007	0.035	0.003	1	10	LINC01905
AC010327.7.1	9.99819809843066e-05	3.39905975181161	0.035	0.003	1	10	AC010327.7
AC245060.6.1	9.99819809843066e-05	3.13641494475869	0.035	0.003	1	10	AC245060.6
RPS7.7	9.99987340632417e-05	0.448075459597395	1	0.963	1	10	RPS7
EPB41.4	0.000100362684950966	1.40665590066655	0.281	0.11	1	10	EPB41
LTB4R	0.000100826672633049	1.7727162581483	0.088	0.016	1	10	LTB4R
TDRKH	0.000101134591034865	3.27484620793465	0.035	0.003	1	10	TDRKH
